2.747500000000000000e+03,1.045515262252935827e+03
3.888500000000000000e+03,5.013926819816932039e+03
2.660000000000000000e+03,3.286394883245790879e+03
1.470700000000000000e+04,1.864787533559503936e+04
3.804500000000000000e+03,7.249939098666202881e+03
6.114500000000000000e+03,6.370836559668834525e+03
5.834500000000000000e+03,6.370413717456163795e+03
9.793000000000000000e+03,8.033177065666411181e+03
4.312000000000000000e+03,6.195066327846680906e+03
2.383500000000000000e+03,3.593718554003301051e+03
1.316700000000000000e+04,9.154758930224252254e+03
2.779000000000000000e+03,2.048982282008576021e+03
2.378500000000000000e+03,3.855108993742785060e+03
2.737000000000000000e+03,1.316327554401773796e+03
1.932000000000000000e+03,2.391793566967431616e+03
4.732000000000000000e+03,5.087195791904927319e+03
3.556000000000000000e+03,6.286717585381625213e+03
1.169000000000000000e+04,1.395975795372120047e+04
2.313500000000000000e+03,1.489066556031751134e+03
1.169000000000000000e+04,1.345938190826836581e+04
3.461500000000000000e+03,2.237016811736226373e+03
7.994000000000000000e+03,8.400033435959248891e+03
7.276500000000000000e+03,4.318606315481918500e+03
2.989000000000000000e+03,3.204854924113931247e+03
1.818000000000000000e+03,2.633708681444750255e+01
5.204500000000000000e+03,4.365441878668421850e+03
5.705000000000000000e+02,-1.512158071568922423e+03
2.551500000000000000e+03,2.759192464136470790e+03
1.599500000000000000e+03,-1.917975310950168932e+01
8.638000000000000000e+03,8.222107372227010273e+03
3.927000000000000000e+03,5.705068346456914696e+03
5.726000000000000000e+03,8.504562351616243177e+03
3.101000000000000000e+03,2.253990422339985344e+03
1.141000000000000000e+03,5.992955004389859823e+02
9.793000000000000000e+03,6.860346878168000330e+03
2.401000000000000000e+03,1.840325746981016437e+03
5.834500000000000000e+03,5.062434343296295083e+03
4.732000000000000000e+03,4.777775977748405239e+03
1.379000000000000000e+03,5.287775716513122461e+03
2.660000000000000000e+03,2.857723012314667358e+03
2.096500000000000000e+03,4.257865916467699208e+02
3.164000000000000000e+03,2.332928148644771682e+03
4.112500000000000000e+03,8.877140518848242209e+03
4.109000000000000000e+03,3.314875198385161639e+03
3.101000000000000000e+03,2.883813920536327714e+03
1.988000000000000000e+03,1.503985317494591527e+03
1.652000000000000000e+04,2.031011380480750813e+04
1.316700000000000000e+04,8.960629046114629091e+03
3.654000000000000000e+03,2.773950390414088815e+03
8.452500000000000000e+03,6.447550511612667833e+03
4.228000000000000000e+03,3.677868906092816815e+03
9.212000000000000000e+03,9.797279637415758771e+03
7.276500000000000000e+03,7.266522877114379298e+03
2.378500000000000000e+03,4.287078098107816004e+03
1.914500000000000000e+03,5.047627776826595436e+03
5.204500000000000000e+03,4.535160487754828864e+03
2.313500000000000000e+03,2.070882775282698276e+03
6.482000000000000000e+03,4.308421150018714798e+03
3.654000000000000000e+03,4.443079084230995250e+03
2.674000000000000000e+03,4.744334643254060211e+02
6.114500000000000000e+03,5.321419685274955555e+03
3.089000000000000000e+03,4.408418763534943537e+03
4.112500000000000000e+03,1.032919321224361920e+04
9.310000000000000000e+03,9.816335126067835517e+03
