6.502000000000000000e+03,1.963326313857250352e+04
1.388500000000000000e+03,1.908909354068721768e+03
5.675000000000000000e+03,6.863931934186408398e+03
5.605000000000000000e+03,1.445720173412511758e+04
1.185000000000000000e+04,3.097596671618820619e+04
5.675000000000000000e+03,6.907722976096214552e+03
5.667000000000000000e+03,1.223412562840683859e+04
5.020000000000000000e+03,1.624133664609253174e+04
4.821000000000000000e+03,9.052716252523632647e+03
7.863000000000000000e+03,1.980885567407724011e+04
3.884700000000000000e+04,4.678442742999624170e+04
1.715500000000000000e+03,1.866956017841523135e+04
1.081000000000000000e+03,1.924014950081140341e+03
7.133500000000000000e+03,1.206522297595988130e+04
7.907500000000000000e+03,1.820574264228723041e+04
7.907500000000000000e+03,2.700369353068466808e+04
1.185000000000000000e+04,2.253058189354112255e+04
5.605000000000000000e+03,3.285574922171064827e+03
5.667000000000000000e+03,1.826587749099205030e+04
3.540500000000000000e+03,1.916734479663815728e+04
1.081000000000000000e+03,8.742421322637655976e+03
7.133500000000000000e+03,1.379790342769802010e+04
5.020000000000000000e+03,6.556977577237747028e+03
8.092500000000000000e+03,8.938283298889200523e+02
3.540500000000000000e+03,4.680791223339224416e+03
7.863000000000000000e+03,4.112872462561517750e+03
7.234500000000000000e+03,1.079389570557491606e+04
3.540500000000000000e+03,8.193291297109077277e+03
3.540500000000000000e+03,3.463402829771437609e+03
7.234500000000000000e+03,2.770558458532632358e+02
3.540500000000000000e+03,1.016688476729948889e+03
5.675000000000000000e+03,3.012468195613668286e+03
3.540500000000000000e+03,2.221502592921024188e+03
3.540500000000000000e+03,1.097823617193257269e+04
3.540500000000000000e+03,4.271927878670454447e+03
6.502000000000000000e+03,2.389808581988729202e+03
3.540500000000000000e+03,3.875237689350924484e+03
7.234500000000000000e+03,4.425556092930970408e+03
7.234500000000000000e+03,5.979133086647541859e+03
5.189500000000000000e+03,3.735638165116791242e+03
7.234500000000000000e+03,7.210742853012247906e+03
4.398500000000000000e+03,2.643800117541402869e+03
3.540500000000000000e+03,8.395730241034121718e+03
5.675000000000000000e+03,1.189508679437659885e+04
3.540500000000000000e+03,2.119684963479505677e+04
5.675000000000000000e+03,3.510298784779055495e+03
5.189500000000000000e+03,2.168075366038366155e+03
5.675000000000000000e+03,3.913509462767324294e+03
5.675000000000000000e+03,3.688354059990822861e+03
3.540500000000000000e+03,2.056218059664039174e+03
