1.470700000000000000e+04,1.586385465060209754e+04
5.834500000000000000e+03,4.660545224134848468e+03
1.316700000000000000e+04,7.690909296363148314e+03
1.169000000000000000e+04,1.207684957959872554e+04
1.169000000000000000e+04,1.198248060088590864e+04
8.386000000000000000e+03,7.285192828652002390e+03
1.004850000000000000e+04,8.472477792376075740e+03
5.726000000000000000e+03,1.033139335738547197e+04
5.834500000000000000e+03,4.847772253201032072e+03
4.112500000000000000e+03,8.430768064775948005e+03
1.652000000000000000e+04,1.884823021879229418e+04
1.316700000000000000e+04,7.839951944496823671e+03
9.212000000000000000e+03,9.103124551515818894e+03
8.186500000000000000e+03,5.343264388662224519e+03
4.112500000000000000e+03,9.118831720345369831e+03
9.310000000000000000e+03,9.995214725705056480e+03
5.988500000000000000e+03,2.390011784567065206e+03
8.386000000000000000e+03,5.718030183391825631e+03
8.130500000000000000e+03,2.923196919471928140e+03
1.209250000000000000e+04,5.137919871126176986e+03
8.130500000000000000e+03,5.968040118236608578e+03
1.170050000000000000e+04,7.392276560525531750e+03
1.096900000000000000e+04,6.176152315485936924e+03
8.130500000000000000e+03,3.235629445249104265e+03
7.112000000000000000e+03,2.058879587809147324e+03
1.096900000000000000e+04,3.267386203668460439e+03
1.096900000000000000e+04,1.256929232414434864e+03
6.380500000000000000e+03,2.902704463409837899e+03
7.427000000000000000e+03,4.578722219558777397e+03
4.112500000000000000e+03,6.519381947842107365e+03
7.399000000000000000e+03,1.559718366946483002e+03
7.399000000000000000e+03,2.371785858215382177e+03
1.170050000000000000e+04,5.083201668809724652e+03
7.262500000000000000e+03,3.099734880710728248e+03
6.380500000000000000e+03,1.617105100145446158e+03
1.096900000000000000e+04,4.139428655855180295e+03
6.380500000000000000e+03,4.115276931914286251e+02
7.007000000000000000e+03,2.417550105144774079e+03
6.380500000000000000e+03,7.074997769053888987e+02
6.380500000000000000e+03,5.996955433281852493e+03
7.399000000000000000e+03,2.704355391904157841e+03
6.380500000000000000e+03,3.135629366435796328e+02
1.209250000000000000e+04,5.837345462045343993e+03
8.386000000000000000e+03,1.894352138651875066e+03
7.427000000000000000e+03,4.463637822670440073e+03
5.834500000000000000e+03,3.538085793678851587e+03
7.007000000000000000e+03,2.418814167812071446e+03
2.418500000000000000e+03,8.505661160816998745e+01
1.170050000000000000e+04,2.995804615933649529e+03
6.380500000000000000e+03,3.588707915616240371e+03
1.096900000000000000e+04,3.549615324046162186e+03
1.170050000000000000e+04,1.970460456469256769e+03
1.170050000000000000e+04,2.783803647877019102e+03
8.386000000000000000e+03,6.942045373179900707e+03
1.170050000000000000e+04,3.454891291090118557e+03
7.262500000000000000e+03,7.231016938753315117e+03
1.278200000000000000e+04,3.816624881408513829e+03
6.380500000000000000e+03,4.043997780684822828e+03
7.399000000000000000e+03,1.791779839059645383e+03
8.386000000000000000e+03,4.914056377704352599e+03
7.112000000000000000e+03,3.992024195344179589e+03
2.418500000000000000e+03,1.223006623421530094e+03
8.386000000000000000e+03,4.996362189236465383e+03
1.096900000000000000e+04,4.060823833197024214e+03
