-1.935947473701478683e-01,-1.066202009950203422e+00,-6.781570489759661813e-01,-3.937426236726839224e-01,-4.604534059744301855e-01,-9.498467860464603341e-01,-7.973235633153926694e-01,-2.317858939762984516e-01,-7.796734937937493948e-01,6.229720213325594669e-01
1.264059821063906686e+00,2.212872096123063570e-01,-2.414239094354439619e+00,-8.035563748422120192e-03,2.710230229143911207e-01,-5.814933803552607694e-01,-4.809039343541662848e-02,6.240389453208035064e-01,2.703398840425040237e-02,-7.518627843668821420e-01
-1.935947473701478683e-01,2.212872096123063570e-01,-6.781570489759661813e-01,-6.508806636221917685e-01,-4.807721956657863283e-01,-5.933757482807833217e-01,-6.517890626912247187e-01,-8.974274356518222584e-01,-7.212933470557362226e-01,-7.518627843668821420e-01
-9.224220315871750620e-01,8.650318193935612188e-01,1.898839737132705374e-01,-5.223116436474378732e-01,-6.636413028879916132e-01,9.275673461861055902e-01,-1.073822270230406356e-01,5.289472965100143753e-01,-4.726801653503905076e-02,-7.518627843668821420e-01
1.264059821063906686e+00,8.650318193935612188e-01,-6.781570489759661813e-01,5.062405161505936224e-01,-4.807721956657863283e-01,5.710963084204284668e-01,-1.235527270923926363e-01,-4.160259635472023793e-02,-1.534137378768811177e-01,-7.518627843668821420e-01
-1.935947473701478683e-01,2.212872096123063570e-01,-6.781570489759661813e-01,6.348095361253475177e-01,2.303854435316788074e-01,-1.113971993017740837e-02,1.782966075355113811e-01,7.191305941315926376e-01,2.658618614233950739e-01,-7.518627843668821420e-01
-9.224220315871750620e-01,-1.066202009950203422e+00,1.057924996402507256e+00,-3.937426236726839224e-01,1.788159319868983355e+00,-8.785525784933249094e-01,1.024552777831599482e+00,5.348905245606887238e-02,9.133507616086317116e-01,-7.518627843668821420e-01
1.264059821063906686e+00,2.212872096123063570e-01,1.898839737132705374e-01,-7.794496835969457749e-01,-7.313706018591787927e-01,7.203685554848057726e-02,-5.493758955853286219e-01,-4.160259635472023793e-02,-5.408456207746047406e-01,-7.518627843668821420e-01
5.352325368468794364e-01,8.650318193935612188e-01,-2.414239094354439619e+00,-1.036587723546453566e+00,-7.381435317562975440e-01,-9.973762577485506542e-01,-1.039881064355672624e+00,-3.268775427870875827e-01,-1.002579508611617820e+00,-7.518627843668821420e-01
-9.224220315871750620e-01,-1.066202009950203422e+00,1.925966019091743808e+00,-2.651736036979299715e-01,-8.329645503159595066e-01,-8.072583709401895957e-01,-1.029100730976104661e+00,-2.317858939762984516e-01,-9.866576504103413692e-01,-7.518627843668821420e-01
-9.224220315871750620e-01,-4.224574001689485048e-01,1.057924996402507256e+00,-9.080187035716996702e-01,-7.652352513447723270e-01,-9.379644181209377818e-01,-1.034490897665888642e+00,-2.317858939762984516e-01,-9.919649364774335565e-01,6.229720213325594669e-01
1.264059821063906686e+00,8.650318193935612188e-01,1.057924996402507256e+00,-3.937426236726839224e-01,-8.794226163290082277e-02,-5.220815407276478970e-01,-3.068183945450486672e-01,1.289680486996327202e+00,-1.321845936085127016e-01,1.997806827032001076e+00
-1.651249315804202311e+00,-1.709946619731458339e+00,1.898839737132705374e-01,-1.036587723546453566e+00,6.783512600082963750e-02,2.450738384639029876e-02,6.510310705004737630e-02,5.289472965100143753e-01,1.225651376119082647e-01,-7.518627843668821420e-01
1.264059821063906686e+00,-1.066202009950203422e+00,-6.781570489759661813e-01,2.491024762010857485e-01,-6.839600925793477559e-01,1.284038383951782603e+00,3.815227360112737748e-02,5.289472965100143753e-01,9.602870727644775839e-02,-7.518627843668821420e-01
5.352325368468794364e-01,2.212872096123063570e-01,1.057924996402507256e+00,-9.080187035716996702e-01,-4.536804760773114342e-01,4.827211969743543801e-02,-3.391593946837526685e-01,-1.182702382084189541e+00,-5.036946183049599846e-01,6.229720213325594669e-01
-9.224220315871750620e-01,2.212872096123063570e-01,1.898839737132705374e-01,-8.035563748422120192e-03,-3.724053173118868632e-01,-3.913754935468995999e-01,-4.739135619283526557e-01,-2.133618870192080852e+00,-7.266006331228282988e-01,6.229720213325594669e-01
5.352325368468794364e-01,-1.066202009950203422e+00,-6.781570489759661813e-01,-8.035563748422120192e-03,-1.014881214271382559e-01,-4.032578614724222077e-01,-2.636970610267766468e-01,2.436723500776470930e-01,-2.383303149503547824e-01,-7.518627843668821420e-01
-1.651249315804202311e+00,-1.709946619731458339e+00,1.898839737132705374e-01,-1.036587723546453566e+00,-3.182218781349371306e-01,-3.319636539192867830e-01,-4.038413949611606713e-01,-3.268775427870875827e-01,-4.453144715669468123e-01,-7.518627843668821420e-01
-9.224220315871750620e-01,-1.066202009950203422e+00,1.898839737132705374e-01,-3.937426236726839224e-01,-2.843572286493435408e-01,-9.973762577485506542e-01,-6.787398961401446273e-01,-4.160259635472023793e-02,-6.576059142506309740e-01,1.997806827032001076e+00
-1.935947473701478683e-01,2.212872096123063570e-01,1.057924996402507256e+00,-2.651736036979299715e-01,2.507042332230349779e-01,-1.418457671109256690e-01,1.351752740172393885e-01,5.348905245606887238e-02,1.013359933435398486e-01,6.229720213325594669e-01
-1.651249315804202311e+00,-4.224574001689485048e-01,-1.546198071665202844e+00,-7.794496835969457749e-01,1.762020043547290749e-01,-5.814933803552607694e-01,-1.235527270923926363e-01,-2.038527221381291721e+00,-4.718509019024073603e-01,1.997806827032001076e+00
-9.224220315871750620e-01,-1.066202009950203422e+00,1.898839737132705374e-01,-9.080187035716996702e-01,-7.381435317562975440e-01,-2.725518142916739106e-01,-7.110808962788487397e-01,-1.277794030894978672e+00,-8.062099241292098872e-01,-7.518627843668821420e-01
-1.935947473701478683e-01,-4.224574001689485048e-01,1.925966019091743808e+00,-1.165156743521207572e+00,-4.130428966945991487e-01,-8.666702105678023571e-01,-7.218612296584167032e-01,1.004405540563960031e+00,-5.939184814455257255e-01,1.997806827032001076e+00
-1.651249315804202311e+00,2.212872096123063570e-01,-1.546198071665202844e+00,1.277654635999117216e+00,-3.249948080320558819e-01,2.502723744313191112e-01,-1.451133938515286326e-01,-5.170608404086657339e-01,-2.489448870845389905e-01,6.229720213325594669e-01
-9.224220315871750620e-01,-1.066202009950203422e+00,1.898839737132705374e-01,-8.035563748422120192e-03,-8.939209193900279349e-01,-1.180810312598805367e-01,-7.649825631766886680e-01,-1.467977328516556934e+00,-8.645900708672230595e-01,6.229720213325594669e-01
-9.224220315871750620e-01,8.650318193935612188e-01,1.925966019091743808e+00,-1.036587723546453566e+00,-1.963091399868002740e-01,-7.478465313125767233e-01,-4.954742286874886936e-01,-8.974274356518222584e-01,-5.939184814455257255e-01,1.997806827032001076e+00
-9.224220315871750620e-01,8.650318193935612188e-01,-6.781570489759661813e-01,-8.035563748422120192e-03,4.471192002394777099e-01,-8.310231067912347003e-01,-2.113955998649662618e-02,6.240389453208035064e-01,5.357041873971091911e-02,-7.518627843668821420e-01
-9.224220315871750620e-01,-1.066202009950203422e+00,-1.546198071665202844e+00,-1.165156743521207572e+00,-1.042925377126639797e+00,-5.933757482807833217e-01,-1.099172897943296645e+00,-8.023357868410331273e-01,-1.082188799617999297e+00,-7.518627843668821420e-01
-1.651249315804202311e+00,-1.709946619731458339e+00,1.898839737132705374e-01,-9.080187035716996702e-01,8.815391569218578027e-02,-3.490445578122254588e-02,5.432277367047937816e-02,2.436723500776470930e-01,5.887770480680302315e-02,-7.518627843668821420e-01
1.264059821063906686e+00,2.796265648737326082e+00,1.898839737132705374e-01,1.205334562263318116e-01,-7.990999008303659723e-01,-5.696110124297381061e-01,-8.943465637315046735e-01,-1.277794030894978672e+00,-9.495066479406967241e-01,-7.518627843668821420e-01
-1.935947473701478683e-01,2.212872096123063570e-01,-6.781570489759661813e-01,-5.223116436474378732e-01,-5.485014946369735078e-01,-9.854938898230281019e-01,-8.835662303519367100e-01,-2.038527221381291721e+00,-1.002579508611617820e+00,-7.518627843668821420e-01
-1.651249315804202311e+00,8.650318193935612188e-01,1.898839737132705374e-01,-7.794496835969457749e-01,-6.094578637110419361e-01,-9.498467860464603341e-01,-9.159072304906407114e-01,-2.038527221381291721e+00,-1.023808652879986125e+00,1.997806827032001076e+00
1.264059821063906686e+00,2.212872096123063570e-01,-6.781570489759661813e-01,-5.223116436474378732e-01,-8.803750595957905434e-01,-9.379644181209377818e-01,-1.126123731392216776e+00,1.479863784617905464e+00,-9.760430782761572166e-01,-7.518627843668821420e-01
-1.935947473701478683e-01,8.650318193935612188e-01,1.057924996402507256e+00,-1.366045837231760485e-01,6.909446765357514231e-01,-4.032578614724222077e-01,3.669524416779513798e-01,5.348905245606887238e-02,3.136274360272239825e-01,1.997806827032001076e+00
